timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-10T10:45:32,cnn_baseline_training,57199105-d3a9-40b5-99f3-a4156cd38651,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,576.2874322999996,0.0003977939981175596,6.902701253260696e-07,6.119044616241271,4.073225023983035,10.0,0.001326512534520614,0.0011154125589959993,0.001602834313055554,0.004044759406572168,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,3.845583038869258,28.818021201413426,87.11943462897526,13.66018866818701,N,1.0,0.0
