task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-05-10T10:35:56,cnn_baseline_training,57199105-d3a9-40b5-99f3-a4156cd38651,1.3038133000000016,8.259965586578981e-07,6.330939180791698e-07,5.0482466616,1.3293348661193103,10.0,2.532316354673318e-06,8.519451259996619e-07,5.014450833333386e-06,8.398712314006366e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-05-10T10:45:29,cnn_baseline_training,57199105-d3a9-40b5-99f3-a4156cd38651,571.7028981000003,0.0003955883078748391,6.919548204370888e-07,6.674307849961905,4.154153834618048,10.0,0.0013204104605748642,0.0011112278334260003,0.0015906937094444427,0.004022332003445307,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
