task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-05-23T16:17:23,transformers_modified_training,c2515817-2369-4875-b7e0-7be40bc95c2f,0.6666178000159562,5.866837675022048e-07,8.799576304202946e-07,4.812546144000001,2.53230691120296,10.0,1.5575579671773147e-06,1.1725009380000873e-06,3.2353269440742828e-06,5.965385849251685e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-05-23T19:40:54,transformers_modified_training,c2515817-2369-4875-b7e0-7be40bc95c2f,12223.206206399947,0.019699303405544974,1.6116317130131499e-06,18.986993004031028,9.180587473341769,10.0,0.11259865826365313,0.05374867911002,0.033954686109722305,0.20030202348339543,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
