timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-23T19:40:59,transformers_modified_training,c2515817-2369-4875-b7e0-7be40bc95c2f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12228.471460399916,0.019702325506792063,1.6111846497409845e-06,14.259396974420687,8.734253362002375,10.0,0.11260523731004789,0.053759142451723994,0.03396837237138857,0.20033275213316043,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,6.419893121875539,37.41251508360627,66.38006378210653,10.40810633223543,N,1.0,0.0
