task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-05-23T15:27:09,cnn_modified_training,bbef9a6c-c8ce-4561-905e-e26450659a7b,0.758957999991253,8.663715388859203e-07,1.141664833527152e-06,4.8394976304,2.1466368029387386,10.0,2.4249913353569474e-06,1.3747233220048893e-06,5.009529444052734e-06,8.809244101414571e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-05-23T16:16:57,cnn_modified_training,bbef9a6c-c8ce-4561-905e-e26450659a7b,2986.8763795001432,0.003838477657416239,1.2851145191845628e-06,18.557075245671385,3.4523120644036784,10.0,0.02678232649875146,0.003948965936947997,0.008298252216110835,0.03902954465181029,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
