task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-06-13T13:44:45,cnn_round6_training,f0cbdee6-a124-4b85-b9e9-b01388b8cdd4,0.7735634000273421,1.3875533067292417e-06,1.7937049729329305e-06,4.861230762,1.3952129500304393,10.0,4.161370036875827e-06,1.388889999995313e-06,8.558347222343502e-06,1.4108607259214642e-05,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-06-13T14:53:16,cnn_round6_training,f0cbdee6-a124-4b85-b9e9-b01388b8cdd4,4109.687633499969,0.0045386053325391865,1.1043674980833807e-06,14.637562724014085,3.7003735168994347,10.0,0.027873782750015074,0.006857465485967995,0.011417177075555405,0.046148425311538475,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
