task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-06-07T12:29:33,transformers_round5_training,7efbba15-cfa1-4e78-ac5a-94fd88d4f607,1.0873020000290126,7.040920387302421e-07,6.475664192928079e-07,4.8376319736,1.0839851504208782,10.0,2.1296885960691707e-06,6.280560580010364e-07,4.401445555494218e-06,7.159190209564425e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-06-07T15:03:19,transformers_round5_training,7efbba15-cfa1-4e78-ac5a-94fd88d4f607,9227.498674099974,0.015157897616571823,1.6426876712200346e-06,18.88149767074966,9.140716013102285,10.0,0.08440300800688452,0.044087469714392,0.025634645479722207,0.15412512320099872,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
