task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-05-10T09:42:35,yolo_baseline_training,4e0b5a69-5852-40ca-b3f5-e2d0ac3d92c0,2.650554800000009,1.5305253816778384e-06,5.774205419234614e-07,5.1137244048,2.291769580998524,10.0,4.479003817952033e-06,2.3272240839999924e-06,8.756115833333272e-06,1.5562343735285296e-05,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-05-10T10:35:21,yolo_baseline_training,4e0b5a69-5852-40ca-b3f5-e2d0ac3d92c0,3164.3442847000006,0.0019253738277414485,6.084592995186136e-07,5.913719191637901,3.9230958642854077,10.0,0.005902162861176669,0.0048837877959159995,0.008791202185277777,0.019577152842370445,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
