timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-07T11:58:37,yolo_round5_training,5ea51d79-cefd-45ed-a60b-aaa21185dae9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4289.870313499996,0.002710672336895391,6.318774552146827e-07,5.305277408677532,4.06772252433674,10.0,0.0069743764638957794,0.008669510268936004,0.01191816167583327,0.027562048408665052,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,1.8372909305064782,28.157832744405184,82.11795053003534,12.875724404270994,N,1.0,0.0
