task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-06-04T13:49:33,cnn_round4_training,553116e7-fb27-4ad5-9066-11a3491ee7dd,1.1601156999822706,7.568568739658008e-07,6.523708156050257e-07,4.972442088000001,1.2539139511691062,10.0,2.3051433498143677e-06,7.558339380001056e-07,4.634724444460719e-06,7.695701732275193e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-06-04T14:26:15,cnn_round4_training,553116e7-fb27-4ad5-9066-11a3491ee7dd,2199.813077800005,0.0018599308295252962,8.454956432440818e-07,10.54965078697,3.030696443845766,10.0,0.009858826191909831,0.0029396279072559997,0.006113275976944472,0.018911730076110304,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
