task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-06-04T13:29:08,yolo_round4_training,0b9e9997-4185-4715-b368-ff5992269ba7,0.6037762000050861,7.491831804840049e-07,1.240985476747601e-06,4.8377552448,1.5755634438985113,10.0,2.1808558985317394e-06,9.300007440000285e-07,4.5068191666764e-06,7.617675809208167e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-06-04T13:49:07,yolo_round4_training,0b9e9997-4185-4715-b368-ff5992269ba7,1198.1735335999983,0.0007667313065135309,6.399167116493531e-07,5.868534793132996,4.043854088992036,10.0,0.002297230631871606,0.0021692245131560003,0.003329649569999957,0.007796104715027564,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
