timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-31T18:48:25,cnn_round3_training,06fabaff-c5be-4fa4-8c72-3512d98cd421,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,13666.756553399999,0.015245415006154076,1.1155108343801836e-06,12.97269138360928,2.354726748063739,10.0,0.11039235908314846,0.006657261436916001,0.03796537730555556,0.15501499782562,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,4.963866809881847,30.635660580021483,67.37424274973147,10.564106003938505,N,1.0,0.0
