task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-06-04T14:27:21,transformers_round4_training,baa8ae68-dca7-4438-b1b9-0efb90959443,1.211382000008598,1.3821663674003448e-06,1.1409336347935542e-06,4.913076054,0.8305468028202649,10.0,4.3507567579634065e-06,8.519451260005292e-07,8.85113111111827e-06,1.4053832995082206e-05,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-06-04T16:33:30,transformers_round4_training,baa8ae68-dca7-4438-b1b9-0efb90959443,7568.629622700013,0.008523386396669524,1.1261468416822923e-06,10.410686044762866,8.070331109835873,10.0,0.03344785814462339,0.032192320753836,0.021025400438888835,0.08666557933734823,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
