task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
load dataset,2026-05-10T10:46:19,transformers_baseline_training,90dc4a59-2055-4994-8e92-e1c1983545ba,1.161855800000012,7.461771027977739e-07,6.41855384389757e-07,5.110967467200001,1.1212069462106955,10.0,2.340147884386787e-06,6.694449799999128e-07,4.5775172222218115e-06,7.587110086608511e-06,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
train model,2026-05-10T12:25:43,transformers_baseline_training,90dc4a59-2055-4994-8e92-e1c1983545ba,5962.476301,0.010154064723084237,1.7029947940006963e-06,20.64696113089846,8.632031970196628,10.0,0.05993782519703074,0.026743243339022,0.016565207169444447,0.10324627570549719,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,0.0,0.0,0.0,0.0,N
