timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-10T12:25:47,transformers_baseline_training,90dc4a59-2055-4994-8e92-e1c1983545ba,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5967.294196499999,0.010156564739093996,1.702038546222697e-06,15.386541353932307,8.013480549032025,10.0,0.059943962613883066,0.026750145844544004,0.016577587347222224,0.1032716958056493,0.0,Brazil,BRA,amazonas,,,Windows-11-10.0.26200-SP0,3.14.3,3.2.6,12,Intel(R) Core(TM) 5 120U,1,1 x NVIDIA GeForce MX570 A,-60.0288,-3.1032,15.679611206054688,machine,7.05712087536331,40.43716874679432,61.436758420242775,9.632959423564117,N,1.0,0.0
